(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j)
(1+0j),(0.9238795-0.38268346j),(0.70710677-0.70710677j),(0.38268343-0.9238795j),(-4.371139e-08-1j),(-0.3826834-0.92387956j),(-0.70710677-0.70710677j),(-0.9238795-0.3826835j),(-1+8.742278e-08j),(-0.9238795+0.38268343j),(-0.7071068+0.7071067j),(-0.38268358+0.9238795j),(1.1924881e-08+1j),(0.3826836+0.92387944j),(0.7071067+0.7071069j),(0.92387956+0.38268343j)
(1+0j),(0.70710677-0.70710677j),(-4.371139e-08-1j),(-0.70710677-0.70710677j),(-1+8.742278e-08j),(-0.7071068+0.7071067j),(1.1924881e-08+1j),(0.7071067+0.7071069j),(1-1.7484555e-07j),(0.70710677-0.70710677j),(1.3907092e-07-1j),(-0.7071066-0.707107j),(-1+2.3849761e-08j),(-0.70710653+0.707107j),(-2.900667e-07+1j),(0.7071068+0.70710677j)
(1+0j),(0.38268343-0.9238795j),(-0.70710677-0.70710677j),(-0.9238795+0.38268343j),(1.1924881e-08+1j),(0.92387956+0.38268343j),(0.70710677-0.70710677j),(-0.382683-0.9238797j),(-1+2.3849761e-08j),(-0.38268384+0.9238794j),(0.7071068+0.70710677j),(0.9238797-0.382683j),(-3.577464e-08-1j),(-0.9238794-0.38268384j),(-0.7071074+0.7071061j),(0.3826839+0.9238793j)
(1+0j),(-4.371139e-08-1j),(-1+8.742278e-08j),(1.1924881e-08+1j),(1-1.7484555e-07j),(1.3907092e-07-1j),(-1+2.3849761e-08j),(-2.900667e-07+1j),(1-3.496911e-07j),(-3.577464e-08-1j),(-1-2.7814184e-07j),(-5.920583e-07+1j),(1-4.7699523e-08j),(-6.874574e-07-1j),(-1-5.801334e-07j),(5.9624405e-08+1j)
(1+0j),(-0.3826834-0.92387956j),(-0.7071068+0.7071067j),(0.92387956+0.38268343j),(1.3907092e-07-1j),(-0.92387944+0.3826836j),(0.7071068+0.70710677j),(0.38268355-0.9238795j),(-1-2.7814184e-07j),(0.3826839+0.9238793j),(0.70710653-0.70710707j),(-0.9238796-0.38268325j),(5.9624405e-08+1j),(0.92387956-0.38268334j),(-0.7071066-0.70710695j),(-0.3826838+0.9238794j)
(1+0j),(-0.70710677-0.70710677j),(1.1924881e-08+1j),(0.70710677-0.70710677j),(-1+2.3849761e-08j),(0.7071068+0.70710677j),(-3.577464e-08-1j),(-0.7071074+0.7071061j),(1-4.7699523e-08j),(-0.7071062-0.7071074j),(5.9624405e-08+1j),(0.7071074-0.7071062j),(-1+7.154928e-08j),(0.7071062+0.7071074j),(1.8238744e-06-1j),(-0.70710605+0.70710754j)
(1+0j),(-0.9238795-0.3826835j),(0.7071067+0.7071069j),(-0.382683-0.9238797j),(-2.900667e-07+1j),(0.38268355-0.9238795j),(-0.7071074+0.7071061j),(0.9238798-0.38268274j),(-1-5.801334e-07j),(0.9238794+0.3826838j),(-0.7071066-0.70710695j),(0.38268337+0.92387956j),(1.8238744e-06-1j),(-0.38268498+0.9238789j),(0.70710784-0.70710576j),(-0.92388004+0.3826822j)
(1+0j),(-1+8.742278e-08j),(1-1.7484555e-07j),(-1+2.3849761e-08j),(1-3.496911e-07j),(-1-2.7814184e-07j),(1-4.7699523e-08j),(-1-5.801334e-07j),(1-6.993822e-07j),(-1+7.154928e-08j),(1+5.562837e-07j),(-1-1.1841166e-06j),(1-9.5399045e-08j),(-1+1.3749147e-06j),(1+1.1602668e-06j),(-1+1.1924881e-07j)
(1+0j),(-0.9238795+0.38268343j),(0.70710677-0.70710677j),(-0.38268384+0.9238794j),(-3.577464e-08-1j),(0.3826839+0.9238793j),(-0.7071062-0.7071074j),(0.9238794+0.3826838j),(-1+7.154928e-08j),(0.9238793-0.38268393j),(-0.70710605+0.70710754j),(0.38268378-0.9238794j),(-1.8000247e-06+1j),(-0.382684-0.9238793j),(0.7071062+0.70710737j),(-0.92388016-0.382682j)
