(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j)
(1+0j),(0.98078525-0.19509032j),(0.9238795-0.38268346j),(0.8314696-0.55557024j),(0.70710677-0.70710677j),(0.55557024-0.8314696j),(0.38268343-0.9238795j),(0.19509035-0.98078525j),(-4.371139e-08-1j),(-0.19509032-0.98078525j),(-0.3826834-0.92387956j),(-0.5555702-0.83146966j),(-0.70710677-0.70710677j),(-0.83146966-0.5555702j),(-0.9238795-0.3826835j),(-0.9807853-0.19509031j),(-1+8.742278e-08j),(-0.9807853+0.19509025j),(-0.9238795+0.38268343j),(-0.83146954+0.5555703j),(-0.7071068+0.7071067j),(-0.5555704+0.8314695j),(-0.38268358+0.9238795j),(-0.19509038+0.98078525j),(1.1924881e-08+1j),(0.19509041+0.98078525j),(0.3826836+0.92387944j),(0.55557007+0.8314697j),(0.7071067+0.7071069j),(0.8314696+0.5555703j),(0.92387956+0.38268343j),(0.9807853+0.19509023j)
(1+0j),(0.9238795-0.38268346j),(0.70710677-0.70710677j),(0.38268343-0.9238795j),(-4.371139e-08-1j),(-0.3826834-0.92387956j),(-0.70710677-0.70710677j),(-0.9238795-0.3826835j),(-1+8.742278e-08j),(-0.9238795+0.38268343j),(-0.7071068+0.7071067j),(-0.38268358+0.9238795j),(1.1924881e-08+1j),(0.3826836+0.92387944j),(0.7071067+0.7071069j),(0.92387956+0.38268343j),(1-1.7484555e-07j),(0.92387956-0.3826833j),(0.70710677-0.70710677j),(0.38268328-0.9238796j),(1.3907092e-07-1j),(-0.382683-0.9238797j),(-0.7071066-0.707107j),(-0.9238795-0.38268355j),(-1+2.3849761e-08j),(-0.92387944+0.3826836j),(-0.70710653+0.707107j),(-0.38268384+0.9238794j),(-2.900667e-07+1j),(0.3826833+0.92387956j),(0.7071068+0.70710677j),(0.9238796+0.38268325j)
(1+0j),(0.8314696-0.55557024j),(0.38268343-0.9238795j),(-0.19509032-0.98078525j),(-0.70710677-0.70710677j),(-0.9807853-0.19509031j),(-0.9238795+0.38268343j),(-0.5555704+0.8314695j),(1.1924881e-08+1j),(0.55557007+0.8314697j),(0.92387956+0.38268343j),(0.9807853-0.1950901j),(0.70710677-0.70710677j),(0.19509053-0.98078525j),(-0.382683-0.9238797j),(-0.8314698-0.55557j),(-1+2.3849761e-08j),(-0.8314697+0.55557007j),(-0.38268384+0.9238794j),(0.19509058+0.98078525j),(0.7071068+0.70710677j),(0.98078525+0.19509053j),(0.9238797-0.382683j),(0.55557-0.8314698j),(-3.577464e-08-1j),(-0.55557007-0.8314697j),(-0.9238794-0.38268384j),(-0.98078525+0.19509059j),(-0.7071074+0.7071061j),(-0.19508958+0.9807854j),(0.3826839+0.9238793j),(0.8314698+0.55557j)
(1+0j),(0.70710677-0.70710677j),(-4.371139e-08-1j),(-0.70710677-0.70710677j),(-1+8.742278e-08j),(-0.7071068+0.7071067j),(1.1924881e-08+1j),(0.7071067+0.7071069j),(1-1.7484555e-07j),(0.70710677-0.70710677j),(1.3907092e-07-1j),(-0.7071066-0.707107j),(-1+2.3849761e-08j),(-0.70710653+0.707107j),(-2.900667e-07+1j),(0.7071068+0.70710677j),(1-3.496911e-07j),(0.707107-0.7071066j),(-3.577464e-08-1j),(-0.707107-0.70710653j),(-1-2.7814184e-07j),(-0.7071074+0.7071061j),(-5.920583e-07+1j),(0.7071066+0.70710695j),(1-4.7699523e-08j),(0.70710653-0.70710707j),(-6.874574e-07-1j),(-0.7071062-0.7071074j),(-1-5.801334e-07j),(-0.70710695+0.7071066j),(5.9624405e-08+1j),(0.70710707+0.70710653j)
(1+0j),(0.55557024-0.8314696j),(-0.3826834-0.92387956j),(-0.9807853-0.19509031j),(-0.7071068+0.7071067j),(0.19509041+0.98078525j),(0.92387956+0.38268343j),(0.83146966-0.5555702j),(1.3907092e-07-1j),(-0.8314698-0.55557j),(-0.92387944+0.3826836j),(-0.19509022+0.9807853j),(0.7071068+0.70710677j),(0.9807853-0.19509028j),(0.38268355-0.9238795j),(-0.55557007-0.8314697j),(-1-2.7814184e-07j),(-0.55557054+0.8314694j),(0.3826839+0.9238793j),(0.9807852+0.19509082j),(0.70710653-0.70710707j),(-0.19508967-0.9807854j),(-0.9238796-0.38268325j),(-0.8314701+0.5555695j),(5.9624405e-08+1j),(0.83147013+0.55556947j),(0.92387956-0.38268334j),(0.19508955-0.9807854j),(-0.7071066-0.70710695j),(-0.98078513+0.19509093j),(-0.3826838+0.9238794j),(0.5555706+0.83146936j)
(1+0j),(0.38268343-0.9238795j),(-0.70710677-0.70710677j),(-0.9238795+0.38268343j),(1.1924881e-08+1j),(0.92387956+0.38268343j),(0.70710677-0.70710677j),(-0.382683-0.9238797j),(-1+2.3849761e-08j),(-0.38268384+0.9238794j),(0.7071068+0.70710677j),(0.9238797-0.382683j),(-3.577464e-08-1j),(-0.9238794-0.38268384j),(-0.7071074+0.7071061j),(0.3826839+0.9238793j),(1-4.7699523e-08j),(0.3826838-0.9238794j),(-0.7071062-0.7071074j),(-0.9238793+0.38268393j),(5.9624405e-08+1j),(0.9238794+0.3826838j),(0.7071074-0.7071062j),(-0.38268393-0.9238793j),(-1+7.154928e-08j),(-0.3826838+0.9238794j),(0.7071062+0.7071074j),(0.9238793-0.38268393j),(1.8238744e-06-1j),(-0.9238801-0.38268203j),(-0.70710605+0.70710754j),(0.38268396+0.9238793j)
(1+0j),(0.19509035-0.98078525j),(-0.9238795-0.3826835j),(-0.5555704+0.8314695j),(0.7071067+0.7071069j),(0.83146966-0.5555702j),(-0.382683-0.9238797j),(-0.98078537+0.19508995j),(-2.900667e-07+1j),(0.98078525+0.19509053j),(0.38268355-0.9238795j),(-0.8314696-0.55557024j),(-0.7071074+0.7071061j),(0.5555695+0.8314701j),(0.9238798-0.38268274j),(-0.19508967-0.9807854j),(-1-5.801334e-07j),(-0.19509082+0.9807852j),(0.9238794+0.3826838j),(0.5555705-0.8314694j),(-0.7071066-0.70710695j),(-0.8314697+0.55557007j),(0.38268337+0.92387956j),(0.98078525-0.19509032j),(1.8238744e-06-1j),(-0.98078495-0.19509202j),(-0.38268498+0.9238789j),(0.83146876+0.55557156j),(0.70710784-0.70710576j),(-0.55556905-0.8314704j),(-0.92388004+0.3826822j),(0.1950891+0.98078555j)
(1+0j),(-4.371139e-08-1j),(-1+8.742278e-08j),(1.1924881e-08+1j),(1-1.7484555e-07j),(1.3907092e-07-1j),(-1+2.3849761e-08j),(-2.900667e-07+1j),(1-3.496911e-07j),(-3.577464e-08-1j),(-1-2.7814184e-07j),(-5.920583e-07+1j),(1-4.7699523e-08j),(-6.874574e-07-1j),(-1-5.801334e-07j),(5.9624405e-08+1j),(1-6.993822e-07j),(5.682086e-07-1j),(-1+7.154928e-08j),(7.113071e-07+1j),(1+5.562837e-07j),(1.8238744e-06-1j),(-1-1.1841166e-06j),(-5.443588e-07+1j),(1-9.5399045e-08j),(-7.351569e-07-1j),(-1+1.3749147e-06j),(-1.8000247e-06+1j),(1+1.1602668e-06j),(5.2050905e-07-1j),(-1+1.1924881e-07j),(7.5900664e-07+1j)
(1+0j),(-0.19509032-0.98078525j),(-0.9238795+0.38268343j),(0.55557007+0.8314697j),(0.70710677-0.70710677j),(-0.8314698-0.55557j),(-0.38268384+0.9238794j),(0.98078525+0.19509053j),(-3.577464e-08-1j),(-0.98078525+0.19509059j),(0.3826839+0.9238793j),(0.8314697-0.55557007j),(-0.7071062-0.7071074j),(-0.55557+0.8314698j),(0.9238794+0.3826838j),(0.19508955-0.9807854j),(-1+7.154928e-08j),(0.1950897+0.9807854j),(0.9238793-0.38268393j),(-0.5555701-0.8314697j),(-0.70710605+0.70710754j),(0.83146876+0.55557156j),(0.38268378-0.9238794j),(-0.9807854-0.19508952j),(-1.8000247e-06+1j),(0.98078537-0.19508973j),(-0.382684-0.9238793j),(-0.83146864+0.55557173j),(0.7071062+0.70710737j),(0.55556995-0.83146983j),(-0.92388016-0.382682j),(-0.19509135+0.9807851j)
