(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j),(1+0j)
(1+0j),(0.9951847-0.09801714j),(0.98078525-0.19509032j),(0.95694035-0.29028466j),(0.9238795-0.38268346j),(0.8819213-0.4713967j),(0.8314696-0.55557024j),(0.7730105-0.6343933j),(0.70710677-0.70710677j),(0.6343933-0.77301043j),(0.55557024-0.8314696j),(0.47139677-0.88192123j),(0.38268343-0.9238795j),(0.29028463-0.95694035j),(0.19509035-0.98078525j),(0.098017134-0.9951847j),(-4.371139e-08-1j),(-0.098017104-0.9951847j),(-0.19509032-0.98078525j),(-0.29028472-0.9569403j),(-0.3826834-0.92387956j),(-0.47139663-0.8819213j),(-0.5555702-0.83146966j),(-0.6343933-0.7730105j),(-0.70710677-0.70710677j),(-0.7730105-0.6343933j),(-0.83146966-0.5555702j),(-0.88192123-0.47139683j),(-0.9238795-0.3826835j),(-0.95694035-0.29028472j),(-0.9807853-0.19509031j),(-0.9951847-0.0980171j),(-1+8.742278e-08j),(-0.9951847+0.09801703j),(-0.9807853+0.19509025j),(-0.95694035+0.29028463j),(-0.9238795+0.38268343j),(-0.88192123+0.47139677j),(-0.83146954+0.5555703j),(-0.77301055+0.6343932j),(-0.7071068+0.7071067j),(-0.63439333+0.77301043j),(-0.5555704+0.8314695j),(-0.47139668+0.8819213j),(-0.38268358+0.9238795j),(-0.29028454+0.95694035j),(-0.19509038+0.98078525j),(-0.09801693+0.9951847j),(1.1924881e-08+1j),(0.098016955+0.9951847j),(0.19509041+0.98078525j),(0.29028457+0.95694035j),(0.3826836+0.92387944j),(0.4713967+0.8819213j),(0.55557007+0.8314697j),(0.63439333+0.77301043j),(0.7071067+0.7071069j),(0.77301055+0.63439316j),(0.8314696+0.5555703j),(0.88192135+0.47139654j),(0.92387956+0.38268343j),(0.9569403+0.29028484j),(0.9807853+0.19509023j),(0.9951847+0.098017246j)
(1+0j),(0.98078525-0.19509032j),(0.9238795-0.38268346j),(0.8314696-0.55557024j),(0.70710677-0.70710677j),(0.55557024-0.8314696j),(0.38268343-0.9238795j),(0.19509035-0.98078525j),(-4.371139e-08-1j),(-0.19509032-0.98078525j),(-0.3826834-0.92387956j),(-0.5555702-0.83146966j),(-0.70710677-0.70710677j),(-0.83146966-0.5555702j),(-0.9238795-0.3826835j),(-0.9807853-0.19509031j),(-1+8.742278e-08j),(-0.9807853+0.19509025j),(-0.9238795+0.38268343j),(-0.83146954+0.5555703j),(-0.7071068+0.7071067j),(-0.5555704+0.8314695j),(-0.38268358+0.9238795j),(-0.19509038+0.98078525j),(1.1924881e-08+1j),(0.19509041+0.98078525j),(0.3826836+0.92387944j),(0.55557007+0.8314697j),(0.7071067+0.7071069j),(0.8314696+0.5555703j),(0.92387956+0.38268343j),(0.9807853+0.19509023j),(1-1.7484555e-07j),(0.9807853-0.1950901j),(0.92387956-0.3826833j),(0.83146966-0.5555702j),(0.70710677-0.70710677j),(0.5555701-0.83146966j),(0.38268328-0.9238796j),(0.19509053-0.98078525j),(1.3907092e-07-1j),(-0.19509026-0.9807853j),(-0.382683-0.9238797j),(-0.5555703-0.83146954j),(-0.7071066-0.707107j),(-0.8314698-0.55557j),(-0.9238795-0.38268355j),(-0.98078537-0.1950899j),(-1+2.3849761e-08j),(-0.98078537+0.19508995j),(-0.92387944+0.3826836j),(-0.8314697+0.55557007j),(-0.70710653+0.707107j),(-0.5555703+0.8314696j),(-0.38268384+0.9238794j),(-0.19509022+0.9807853j),(-2.900667e-07+1j),(0.19509058+0.98078525j),(0.3826833+0.92387956j),(0.5555706+0.83146936j),(0.7071068+0.70710677j),(0.8314694+0.55557054j),(0.9238796+0.38268325j),(0.98078525+0.19509053j)
(1+0j),(0.95694035-0.29028466j),(0.8314696-0.55557024j),(0.6343933-0.77301043j),(0.38268343-0.9238795j),(0.098017134-0.9951847j),(-0.19509032-0.98078525j),(-0.47139663-0.8819213j),(-0.70710677-0.70710677j),(-0.88192123-0.47139683j),(-0.9807853-0.19509031j),(-0.9951847+0.09801703j),(-0.9238795+0.38268343j),(-0.77301055+0.6343932j),(-0.5555704+0.8314695j),(-0.29028454+0.95694035j),(1.1924881e-08+1j),(0.29028457+0.95694035j),(0.55557007+0.8314697j),(0.77301055+0.63439316j),(0.92387956+0.38268343j),(0.9951847+0.098017246j),(0.9807853-0.1950901j),(0.8819212-0.47139686j),(0.70710677-0.70710677j),(0.47139683-0.88192123j),(0.19509053-0.98078525j),(-0.098017275-0.9951847j),(-0.382683-0.9238797j),(-0.6343936-0.7730102j),(-0.8314698-0.55557j),(-0.95694035-0.29028454j),(-1+2.3849761e-08j),(-0.95694035+0.29028457j),(-0.8314697+0.55557007j),(-0.6343935+0.77301025j),(-0.38268384+0.9238794j),(-0.098016754+0.9951848j),(0.19509058+0.98078525j),(0.47139686+0.8819212j),(0.7071068+0.70710677j),(0.88192123+0.4713968j),(0.98078525+0.19509053j),(0.9951848-0.09801681j),(0.9238797-0.382683j),(0.7730102-0.6343936j),(0.55557-0.8314698j),(0.29028454-0.95694035j),(-3.577464e-08-1j),(-0.2902846-0.95694035j),(-0.55557007-0.8314697j),(-0.77301025-0.6343935j),(-0.9238794-0.38268384j),(-0.9951848-0.09801675j),(-0.98078525+0.19509059j),(-0.8819212+0.47139686j),(-0.7071074+0.7071061j),(-0.4713968+0.88192123j),(-0.19508958+0.9807854j),(0.09801683+0.9951848j),(0.3826839+0.9238793j),(0.63439286+0.7730108j),(0.8314698+0.55557j),(0.9569401+0.29028544j)
(1+0j),(0.9238795-0.38268346j),(0.70710677-0.70710677j),(0.38268343-0.9238795j),(-4.371139e-08-1j),(-0.3826834-0.92387956j),(-0.70710677-0.70710677j),(-0.9238795-0.3826835j),(-1+8.742278e-08j),(-0.9238795+0.38268343j),(-0.7071068+0.7071067j),(-0.38268358+0.9238795j),(1.1924881e-08+1j),(0.3826836+0.92387944j),(0.7071067+0.7071069j),(0.92387956+0.38268343j),(1-1.7484555e-07j),(0.92387956-0.3826833j),(0.70710677-0.70710677j),(0.38268328-0.9238796j),(1.3907092e-07-1j),(-0.382683-0.9238797j),(-0.7071066-0.707107j),(-0.9238795-0.38268355j),(-1+2.3849761e-08j),(-0.92387944+0.3826836j),(-0.70710653+0.707107j),(-0.38268384+0.9238794j),(-2.900667e-07+1j),(0.3826833+0.92387956j),(0.7071068+0.70710677j),(0.9238796+0.38268325j),(1-3.496911e-07j),(0.9238797-0.382683j),(0.707107-0.7071066j),(0.38268355-0.9238795j),(-3.577464e-08-1j),(-0.3826836-0.92387944j),(-0.707107-0.70710653j),(-0.9238794-0.38268384j),(-1-2.7814184e-07j),(-0.92387956+0.38268334j),(-0.7071074+0.7071061j),(-0.38268325+0.9238796j),(-5.920583e-07+1j),(0.3826839+0.9238793j),(0.7071066+0.70710695j),(0.92387986+0.38268265j),(1-4.7699523e-08j),(0.9238798-0.38268274j),(0.70710653-0.70710707j),(0.3826838-0.9238794j),(-6.874574e-07-1j),(-0.38268334-0.92387956j),(-0.7071062-0.7071074j),(-0.9238796-0.38268325j),(-1-5.801334e-07j),(-0.9238793+0.38268393j),(-0.70710695+0.7071066j),(-0.38268265+0.92387986j),(5.9624405e-08+1j),(0.38268274+0.9238798j),(0.70710707+0.70710653j),(0.9238794+0.3826838j)
(1+0j),(0.8819213-0.4713967j),(0.55557024-0.8314696j),(0.098017134-0.9951847j),(-0.3826834-0.92387956j),(-0.7730105-0.6343933j),(-0.9807853-0.19509031j),(-0.95694035+0.29028463j),(-0.7071068+0.7071067j),(-0.29028454+0.95694035j),(0.19509041+0.98078525j),(0.63439333+0.77301043j),(0.92387956+0.38268343j),(0.9951847-0.09801712j),(0.83146966-0.5555702j),(0.47139683-0.88192123j),(1.3907092e-07-1j),(-0.47139657-0.88192135j),(-0.8314698-0.55557j),(-0.9951847-0.098017395j),(-0.92387944+0.3826836j),(-0.6343935+0.77301025j),(-0.19509022+0.9807853j),(0.29028428+0.9569405j),(0.7071068+0.70710677j),(0.9569405+0.29028422j),(0.9807853-0.19509028j),(0.7730102-0.6343936j),(0.38268355-0.9238795j),(-0.098017454-0.9951847j),(-0.55557007-0.8314697j),(-0.88192135-0.47139654j),(-1-2.7814184e-07j),(-0.8819212+0.47139686j),(-0.55557054+0.8314694j),(-0.098018005+0.99518466j),(0.3826839+0.9238793j),(0.77301043+0.6343933j),(0.9807852+0.19509082j),(0.95694005-0.29028553j),(0.70710653-0.70710707j),(0.2902848-0.9569403j),(-0.19508967-0.9807854j),(-0.6343939-0.77301j),(-0.9238796-0.38268325j),(-0.9951848+0.09801684j),(-0.8314701+0.5555695j),(-0.47139624+0.8819215j),(5.9624405e-08+1j),(0.47139633+0.88192147j),(0.83147013+0.55556947j),(0.9951848+0.098016724j),(0.92387956-0.38268334j),(0.63439375-0.7730101j),(0.19508955-0.9807854j),(-0.29028493-0.95694023j),(-0.7071066-0.70710695j),(-0.9569401-0.2902854j),(-0.98078513+0.19509093j),(-0.7730104+0.6343934j),(-0.3826838+0.9238794j),(0.098016225+0.99518484j),(0.5555706+0.83146936j),(0.88192123+0.47139677j)
(1+0j),(0.8314696-0.55557024j),(0.38268343-0.9238795j),(-0.19509032-0.98078525j),(-0.70710677-0.70710677j),(-0.9807853-0.19509031j),(-0.9238795+0.38268343j),(-0.5555704+0.8314695j),(1.1924881e-08+1j),(0.55557007+0.8314697j),(0.92387956+0.38268343j),(0.9807853-0.1950901j),(0.70710677-0.70710677j),(0.19509053-0.98078525j),(-0.382683-0.9238797j),(-0.8314698-0.55557j),(-1+2.3849761e-08j),(-0.8314697+0.55557007j),(-0.38268384+0.9238794j),(0.19509058+0.98078525j),(0.7071068+0.70710677j),(0.98078525+0.19509053j),(0.9238797-0.382683j),(0.55557-0.8314698j),(-3.577464e-08-1j),(-0.55557007-0.8314697j),(-0.9238794-0.38268384j),(-0.98078525+0.19509059j),(-0.7071074+0.7071061j),(-0.19508958+0.9807854j),(0.3826839+0.9238793j),(0.8314698+0.55557j),(1-4.7699523e-08j),(0.8314697-0.55557007j),(0.3826838-0.9238794j),(-0.19508967-0.9807854j),(-0.7071062-0.7071074j),(-0.9807854-0.19508956j),(-0.9238793+0.38268393j),(-0.55557+0.8314698j),(5.9624405e-08+1j),(0.55557007+0.8314697j),(0.9238794+0.3826838j),(0.9807854-0.19508968j),(0.7071074-0.7071062j),(0.19508955-0.9807854j),(-0.38268393-0.9238793j),(-0.8314698-0.55557j),(-1+7.154928e-08j),(-0.8314697+0.55557007j),(-0.3826838+0.9238794j),(0.1950897+0.9807854j),(0.7071062+0.7071074j),(0.9807854+0.19508955j),(0.9238793-0.38268393j),(0.55556995-0.8314698j),(1.8238744e-06-1j),(-0.5555701-0.8314697j),(-0.9238801-0.38268203j),(-0.9807854+0.19508971j),(-0.70710605+0.70710754j),(-0.1950914+0.9807851j),(0.38268396+0.9238793j),(0.83146876+0.55557156j)
(1+0j),(0.7730105-0.6343933j),(0.19509035-0.98078525j),(-0.47139663-0.8819213j),(-0.9238795-0.3826835j),(-0.95694035+0.29028463j),(-0.5555704+0.8314695j),(0.098016955+0.9951847j),(0.7071067+0.7071069j),(0.9951847+0.098017246j),(0.83146966-0.5555702j),(0.2902847-0.95694035j),(-0.382683-0.9238797j),(-0.88192105-0.4713971j),(-0.98078537+0.19508995j),(-0.6343935+0.77301025j),(-2.900667e-07+1j),(0.6343931+0.7730106j),(0.98078525+0.19509053j),(0.88192135-0.4713966j),(0.38268355-0.9238795j),(-0.2902846-0.95694035j),(-0.8314696-0.55557024j),(-0.9951847+0.09801714j),(-0.7071074+0.7071061j),(-0.098018005+0.99518466j),(0.5555695+0.8314701j),(0.9569401+0.29028544j),(0.9238798-0.38268274j),(0.47139737-0.88192093j),(-0.19508967-0.9807854j),(-0.7730101-0.63439375j),(-1-5.801334e-07j),(-0.7730108+0.63439286j),(-0.19509082+0.9807852j),(0.47139633+0.88192147j),(0.9238794+0.3826838j),(0.9569405-0.2902843j),(0.5555705-0.8314694j),(-0.09801685-0.9951848j),(-0.7071066-0.70710695j),(-0.9951847-0.09801735j),(-0.8314697+0.55557007j),(-0.29028478+0.9569403j),(0.38268337+0.92387956j),(0.88192123+0.47139677j),(0.98078525-0.19509032j),(0.6343933-0.7730105j),(1.8238744e-06-1j),(-0.6343934-0.7730104j),(-0.98078495-0.19509202j),(-0.8819212+0.47139692j),(-0.38268498+0.9238789j),(0.29028496+0.95694023j),(0.83146876+0.55557156j),(0.9951847-0.098017514j),(0.70710784-0.70710576j),(0.09801669-0.9951848j),(-0.55556905-0.8314704j),(-0.9569405-0.29028416j),(-0.92388004+0.3826822j),(-0.47139618+0.8819215j),(0.1950891+0.98078555j),(0.7730109+0.63439274j)
(1+0j),(0.70710677-0.70710677j),(-4.371139e-08-1j),(-0.70710677-0.70710677j),(-1+8.742278e-08j),(-0.7071068+0.7071067j),(1.1924881e-08+1j),(0.7071067+0.7071069j),(1-1.7484555e-07j),(0.70710677-0.70710677j),(1.3907092e-07-1j),(-0.7071066-0.707107j),(-1+2.3849761e-08j),(-0.70710653+0.707107j),(-2.900667e-07+1j),(0.7071068+0.70710677j),(1-3.496911e-07j),(0.707107-0.7071066j),(-3.577464e-08-1j),(-0.707107-0.70710653j),(-1-2.7814184e-07j),(-0.7071074+0.7071061j),(-5.920583e-07+1j),(0.7071066+0.70710695j),(1-4.7699523e-08j),(0.70710653-0.70710707j),(-6.874574e-07-1j),(-0.7071062-0.7071074j),(-1-5.801334e-07j),(-0.70710695+0.7071066j),(5.9624405e-08+1j),(0.70710707+0.70710653j),(1-6.993822e-07j),(0.7071074-0.7071062j),(5.682086e-07-1j),(-0.7071066-0.70710695j),(-1+7.154928e-08j),(-0.70710653+0.70710707j),(7.113071e-07+1j),(0.7071062+0.7071074j),(1+5.562837e-07j),(0.70710695-0.7071066j),(1.8238744e-06-1j),(-0.70710707-0.7071065j),(-1-1.1841166e-06j),(-0.70710605+0.70710754j),(-5.443588e-07+1j),(0.70710796+0.7071056j),(1-9.5399045e-08j),(0.70710784-0.70710576j),(-7.351569e-07-1j),(-0.7071062-0.70710737j),(-1+1.3749147e-06j),(-0.70710695+0.70710665j),(-1.8000247e-06+1j),(0.70710707+0.7071065j),(1+1.1602668e-06j),(0.70710605-0.70710754j),(5.2050905e-07-1j),(-0.70710796-0.7071056j),(-1+1.1924881e-07j),(-0.70710784+0.70710576j),(7.5900664e-07+1j),(0.7071062+0.70710737j)
(1+0j),(0.6343933-0.77301043j),(-0.19509032-0.98078525j),(-0.88192123-0.47139683j),(-0.9238795+0.38268343j),(-0.29028454+0.95694035j),(0.55557007+0.8314697j),(0.9951847+0.098017246j),(0.70710677-0.70710677j),(-0.098017275-0.9951847j),(-0.8314698-0.55557j),(-0.95694035+0.29028457j),(-0.38268384+0.9238794j),(0.47139686+0.8819212j),(0.98078525+0.19509053j),(0.7730102-0.6343936j),(-3.577464e-08-1j),(-0.77301025-0.6343935j),(-0.98078525+0.19509059j),(-0.4713968+0.88192123j),(0.3826839+0.9238793j),(0.9569401+0.29028544j),(0.8314697-0.55557007j),(0.09801673-0.9951848j),(-0.7071062-0.7071074j),(-0.9951848+0.09801684j),(-0.55557+0.8314698j),(0.29028553+0.95694005j),(0.9238794+0.3826838j),(0.8819212-0.4713969j),(0.19508955-0.9807854j),(-0.63439286-0.7730108j),(-1+7.154928e-08j),(-0.63439274+0.77301085j),(0.1950897+0.9807854j),(0.88192123+0.47139677j),(0.9238793-0.38268393j),(0.29028356-0.95694065j),(-0.5555701-0.8314697j),(-0.9951846-0.098018594j),(-0.70710605+0.70710754j),(0.09801687+0.9951848j),(0.83146876+0.55557156j),(0.95694005-0.29028556j),(0.38268378-0.9238794j),(-0.47139525-0.88192207j),(-0.9807854-0.19508952j),(-0.7730108+0.6343929j),(-1.8000247e-06+1j),(0.7730109+0.63439274j),(0.98078537-0.19508973j),(0.47139505-0.8819222j),(-0.382684-0.9238793j),(-0.9569401-0.29028535j),(-0.83146864+0.55557173j),(-0.098016664+0.9951848j),(0.7071062+0.70710737j),(0.99518454-0.09801881j),(0.55556995-0.83146983j),(-0.29028377-0.9569406j),(-0.92388016-0.382682j),(-0.8819212+0.47139695j),(-0.19509135+0.9807851j),(0.6343944+0.77300954j)
